Category1,Category2,KNOW직업명
조직·경영형,관리직(임원·부서장),경비·청소관리자
조직·경영형,관리직(임원·부서장),영업·판매관리자
조직·경영형,관리직(임원·부서장),운송관리자
조직·경영형,관리직(임원·부서장),건설·채굴관리자
조직·경영형,관리직(임원·부서장),전기·가스·수도관리자
조직·경영형,관리직(임원·부서장),제조·생산관리자
조직·경영형,경영·행정·사무직,정부·공공행정전문가
조직·경영형,경영·행정·사무직,경영·진단전문가
조직·경영형,경영·행정·사무직,노무사
조직·경영형,경영·행정·사무직,인적자원전문가
조직·경영형,경영·행정·사무직,회계사
조직·경영형,경영·행정·사무직,세무사
조직·경영형,경영·행정·사무직,관세사
조직·경영형,경영·행정·사무직,감정평가사
조직·경영형,경영·행정·사무직,광고·홍보·마케팅전문가
조직·경영형,경영·행정·사무직,조사전문가
조직·경영형,경영·행정·사무직,상품기획자
조직·경영형,경영·행정·사무직,공연·영화·음반기획자
조직·경영형,경영·행정·사무직,행사기획자
조직·경영형,경영·행정·사무직,조세행정사무원
조직·경영형,경영·행정·사무직,관세행정사무원
조직·경영형,경영·행정·사무직,병무행정사무원
조직·경영형,경영·행정·사무직,공공행정사무원
조직·경영형,경영·행정·사무직,법원공무원
조직·경영형,경영·행정·사무직,경영기획사무원
조직·경영형,경영·행정·사무직,광고·홍보·마케팅사무원
조직·경영형,경영·행정·사무직,영업기획·관리·지원사무원
조직·경영형,경영·행정·사무직,인사·교육·훈련사무원
조직·경영형,경영·행정·사무직,총무사무원
조직·경영형,경영·행정·사무직,감사사무원
조직·경영형,경영·행정·사무직,회계사무원
조직·경영형,경영·행정·사무직,경리사무원
조직·경영형,경영·행정·사무직,무역사무원
조직·경영형,경영·행정·사무직,도로운송사무원
조직·경영형,경영·행정·사무직,철도·지하철운송사무원
조직·경영형,경영·행정·사무직,항공운송사무원
조직·경영형,경영·행정·사무직,수상운송사무원
조직·경영형,경영·행정·사무직,자재·구매사무원
조직·경영형,경영·행정·사무직,물류사무원
조직·경영형,경영·행정·사무직,생산·품질사무원
조직·경영형,경영·행정·사무직,품질관리사무원
조직·경영형,경영·행정·사무직,안내·접수원
조직·경영형,경영·행정·사무직,고객상담원
조직·경영형,경영·행정·사무직,의료코디네이터
조직·경영형,경영·행정·사무직,통계사무원
조직·경영형,경영·행정·사무직,비서
조직·경영형,경영·행정·사무직,사무보조원
조직·경영형,경영·행정·사무직,출판·자료편집사무원
